Start_Date,Total_Rides,Average_Duration,date,Total Positives,Total Lives Lost,Daily_Cases,ORIGIN_BLOCK_LATITUDE,ORIGIN_BLOCK_LONGITUDE,ORIGIN_BLOCKNAME,DESTINATION_BLOCK_LATITUDE,DESTINATION_BLOCK_LONGITUDE,ORIGINDATETIME_TR,DESTINATIONDATETIME_TR,DISTANCE_KM,ORIGIN_YEAR,ORIGIN_MONTH,ORIGIN_DAY,ORIGIN_HOUR,ORIGIN_DAY_OF_WEEK,DATE,Year,Month,Day,Max Temperature (F),Min Temperature (F),"Rain, Melted Snow, Etc. (in)","Snow, Ice Pellets, Hail (in)","Snow, Ice Pellets, Hail, Ice on Ground (in)",Average Temperature (F),Total Precipitation (in),Weather Category,Date,Total Entries,Total Exits
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,38.900204,-76.995564,700 BLOCK H STREET NE,,,2020-03-02 15:00:00,2020-03-02 15:00:00,1.873307274700392,2020,3,2,15,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,,,Unknown,,,2020-03-02 13:00:00,2020-03-02 14:00:00,1.873307274700392,2020,3,2,13,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,38.896881,-77.006479,UNIT BLOCK COLUMBUS CIRCLE NE,,,2020-03-02 21:00:00,2020-03-02 22:00:00,1.873307274700392,2020,3,2,21,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,38.909927,-77.043607,1300 BLOCK CONNECTICUT AVENUE NW,,,2020-03-02 18:00:00,2020-03-02 18:00:00,1.873307274700392,2020,3,2,18,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,38.954875,-76.988611,5100 BLOCK EASTERN AVENUE NE,,,2020-03-02 13:00:00,2020-03-02 13:00:00,1.873307274700392,2020,3,2,13,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,38.899774,-77.054955,2500 BLOCK VIRGINIA AVENUE NW,,,2020-03-02 19:00:00,2020-03-02 19:00:00,1.873307274700392,2020,3,2,19,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,38.89913,-77.021917,700 BLOCK 7TH STREET NW,,,2020-03-02 06:00:00,2020-03-02 06:00:00,1.873307274700392,2020,3,2,6,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,38.895802,-77.031957,400 BLOCK 14TH STREET NW,,,2020-03-02 16:00:00,2020-03-02 16:00:00,1.873307274700392,2020,3,2,16,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,38.883636,-77.015186,400 BLOCK 3RD STREET SW,,,2020-03-02 15:00:00,2020-03-02 15:00:00,1.873307274700392,2020,3,2,15,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,38.90585,-77.031559,UNIT BLOCK THOMAS CIRCLE NW,,,2020-03-02 23:00:00,2020-03-02 23:00:00,1.873307274700392,2020,3,2,23,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,38.902943,-77.022981,700 BLOCK MT VERNON PLACE NW,,,2020-03-02 01:00:00,2020-03-02 02:00:00,1.873307274700392,2020,3,2,1,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,38.892013,-77.007038,UNIT BLOCK CONSTITUTION AVENUE NE,,,2020-03-02 18:00:00,2020-03-02 18:00:00,1.873307274700392,2020,3,2,18,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,38.903742,-77.045773,2000 BLOCK L STREET NW,,,2020-03-02 20:00:00,2020-03-02 20:00:00,1.873307274700392,2020,3,2,20,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,38.902525,-77.037526,1600 BLOCK K STREET NW,,,2020-03-02 21:00:00,2020-03-02 21:00:00,1.873307274700392,2020,3,2,21,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,38.895454,-77.012156,400 BLOCK 1ST STREET NW,,,2020-03-02 20:00:00,2020-03-02 21:00:00,1.873307274700392,2020,3,2,20,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,38.887566,-77.027053,1000 BLOCK INDEPENDENCE AVENUE SW,,,2020-03-02 16:00:00,2020-03-02 16:00:00,1.873307274700392,2020,3,2,16,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,38.920933,-76.997157,500 BLOCK RHODE ISLAND AVENUE NE,,,2020-03-02 18:00:00,2020-03-02 18:00:00,1.873307274700392,2020,3,2,18,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,38.904692,-77.034573,1100 BLOCK 15TH STREET NW,,,2020-03-02 18:00:00,2020-03-02 18:00:00,1.873307274700392,2020,3,2,18,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,38.900871,-77.02243,700 BLOCK I STREET NW,,,2020-03-02 02:00:00,2020-03-02 02:00:00,1.873307274700392,2020,3,2,2,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,,,Unknown,,,2020-03-02 14:00:00,2020-03-02 15:00:00,1.873307274700392,2020,3,2,14,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,38.90324,-77.025018,900 BLOCK MASSACHUSETTS AVENUE NW,,,2020-03-02 20:00:00,2020-03-02 20:00:00,1.873307274700392,2020,3,2,20,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,38.89039,-77.00592,UNIT BLOCK 1ST STREET NE,,,2020-03-02 20:00:00,2020-03-02 21:00:00,1.873307274700392,2020,3,2,20,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,38.896881,-77.006479,UNIT BLOCK COLUMBUS CIRCLE NE,,,2020-03-02 15:00:00,2020-03-02 15:00:00,1.873307274700392,2020,3,2,15,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,38.903742,-77.045773,2000 BLOCK L STREET NW,,,2020-03-02 16:00:00,2020-03-02 16:00:00,1.873307274700392,2020,3,2,16,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,38.843653,-77.001227,3200 BLOCK BROTHERS PLACE SE,,,2020-03-02 14:00:00,2020-03-02 14:00:00,1.873307274700392,2020,3,2,14,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,38.883636,-77.015186,400 BLOCK 3RD STREET SW,,,2020-03-02 15:00:00,2020-03-02 16:00:00,1.873307274700392,2020,3,2,15,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,38.904692,-77.034573,1100 BLOCK 15TH STREET NW,,,2020-03-02 22:00:00,2020-03-02 22:00:00,1.873307274700392,2020,3,2,22,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,38.896881,-77.006479,UNIT BLOCK COLUMBUS CIRCLE NE,,,2020-03-02 00:00:00,2020-03-02 00:00:00,1.873307274700392,2020,3,2,0,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,38.903125,-77.01395,1000 BLOCK NEW JERSEY AVENUE NW,,,2020-03-02 18:00:00,2020-03-02 18:00:00,1.873307274700392,2020,3,2,18,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,38.896881,-77.006479,UNIT BLOCK COLUMBUS CIRCLE NE,,,2020-03-02 21:00:00,2020-03-02 21:00:00,1.873307274700392,2020,3,2,21,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,38.879895,-77.025367,UNIT BLOCK DISTRICT SQUARE SW,,,2020-03-02 03:00:00,2020-03-02 03:00:00,1.873307274700392,2020,3,2,3,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,,,Unknown,,,2020-03-02 11:00:00,2020-03-02 13:00:00,1.873307274700392,2020,3,2,11,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,38.866863,-76.977402,1800 BLOCK T PLACE SE,,,2020-03-02 15:00:00,2020-03-02 15:00:00,1.873307274700392,2020,3,2,15,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,,,Unknown,,,2020-03-02 21:00:00,2020-03-02 21:00:00,1.873307274700392,2020,3,2,21,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,38.904909,-77.024006,1100 BLOCK 9TH STREET NW,,,2020-03-02 00:00:00,2020-03-02 01:00:00,1.873307274700392,2020,3,2,0,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,38.900136,-77.050132,800 BLOCK 23RD STREET NW,,,2020-03-02 15:00:00,2020-03-02 17:00:00,1.873307274700392,2020,3,2,15,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,,,Unknown,,,2020-03-02 18:00:00,2020-03-02 18:00:00,1.873307274700392,2020,3,2,18,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,38.909099,-77.043075,UNIT BLOCK DUPONT CIRCLE NW,,,2020-03-02 05:00:00,2020-03-02 05:00:00,1.873307274700392,2020,3,2,5,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,38.903382,-77.049328,1000 BLOCK NEW HAMPSHIRE AVENUE NW,,,2020-03-02 14:00:00,2020-03-02 14:00:00,1.873307274700392,2020,3,2,14,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,38.897204,-77.008388,UNIT BLOCK MASSACHUSETTS AVENUE NE,,,2020-03-02 18:00:00,2020-03-02 19:00:00,1.873307274700392,2020,3,2,18,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-02,7646,13.77260877147092,0,0.0,0.0,0.0,38.909637,-77.047716,2100 BLOCK P STREET NW,,,2020-03-02 22:00:00,2020-03-02 22:00:00,1.873307274700392,2020,3,2,22,0,2020-03-02,2020,3,2,67.0,38.0,0.09,0.0,0.0,52.5,0.09,Rainy,2020-03-02,"620,209","615,772"
2020-03-03,7638,13.454996945099063,0,0.0,0.0,0.0,38.903049,-77.049961,UNIT BLOCK WASHINGTON CIRCLE NW,,,2020-03-03 17:00:00,2020-03-03 17:00:00,1.873307274700392,2020,3,3,17,1,2020-03-03,2020,3,3,65.0,45.0,0.07,0.0,0.0,55.0,0.07,Rainy,2020-03-03,"655,338","650,845"
2020-03-03,7638,13.454996945099063,0,0.0,0.0,0.0,38.896881,-77.006479,UNIT BLOCK COLUMBUS CIRCLE NE,,,2020-03-03 14:00:00,2020-03-03 14:00:00,1.873307274700392,2020,3,3,14,1,2020-03-03,2020,3,3,65.0,45.0,0.07,0.0,0.0,55.0,0.07,Rainy,2020-03-03,"655,338","650,845"
2020-03-03,7638,13.454996945099063,0,0.0,0.0,0.0,38.896881,-77.006479,UNIT BLOCK COLUMBUS CIRCLE NE,,,2020-03-03 15:00:00,2020-03-03 16:00:00,1.873307274700392,2020,3,3,15,1,2020-03-03,2020,3,3,65.0,45.0,0.07,0.0,0.0,55.0,0.07,Rainy,2020-03-03,"655,338","650,845"
