Year,Month,Day,Max Temperature (F),Min Temperature (F),"Rain, Melted Snow, Etc. (in)","Snow, Ice Pellets, Hail (in)","Snow, Ice Pellets, Hail, Ice on Ground (in)",Date,Total Entries,Total Exits
2017,8,28,78.0,64.0,0.0,0.0,0.0,2017-08-28,566916,564903
2017,8,29,69.0,65.0,0.98,0.0,0.0,2017-08-29,590345,588886
2017,8,30,79.0,62.0,0.0,0.0,0.0,2017-08-30,615250,613609
2017,8,31,86.0,68.0,0.0,0.0,0.0,2017-08-31,589624,587940
2017,9,1,73.0,63.0,0.001,0.0,0.0,2017-09-01,518267,516469
2017,9,2,65.0,57.0,0.77,0.0,0.0,2017-09-02,201139,199774
2017,9,3,80.0,63.0,0.001,0.0,0.0,2017-09-03,178866,177672
2017,9,5,87.0,69.0,0.07,0.0,0.0,2017-09-05,585713,583519
2017,9,6,72.0,61.0,0.55,0.0,0.0,2017-09-06,606542,605400
2017,9,7,75.0,59.0,0.0,0.0,0.0,2017-09-07,644882,642479
2017,9,8,77.0,56.0,0.0,0.0,0.0,2017-09-08,591940,589879
2017,9,9,73.0,57.0,0.0,0.0,0.0,2017-09-09,238454,237142
2017,9,10,74.0,53.0,0.0,0.0,0.0,2017-09-10,172844,171626
2017,9,11,75.0,57.0,0.0,0.0,0.0,2017-09-11,598073,596277
2017,9,12,80.0,63.0,0.0,0.0,0.0,2017-09-12,648458,646288
2017,9,13,80.0,67.0,0.04,0.0,0.0,2017-09-13,652293,649991
2017,9,14,82.0,69.0,0.001,0.0,0.0,2017-09-14,649533,647218
2017,9,15,83.0,67.0,0.0,0.0,0.0,2017-09-15,620560,618001
2017,9,16,87.0,66.0,0.0,0.0,0.0,2017-09-16,273179,271686
2017,9,17,85.0,68.0,0.0,0.0,0.0,2017-09-17,173067,172015
2017,9,18,77.0,70.0,0.0,0.0,0.0,2017-09-18,596405,594261
2017,9,19,84.0,68.0,0.0,0.0,0.0,2017-09-19,644882,642322
2017,9,20,88.0,70.0,0.0,0.0,0.0,2017-09-20,648280,646195
2017,9,21,88.0,67.0,0.0,0.0,0.0,2017-09-21,626551,623001
2017,9,22,83.0,70.0,0.0,0.0,0.0,2017-09-22,586275,583918
2017,9,23,89.0,65.0,0.0,0.0,0.0,2017-09-23,250737,249193
2017,9,24,92.0,67.0,0.0,0.0,0.0,2017-09-24,159488,158474
2017,9,25,91.0,70.0,0.0,0.0,0.0,2017-09-25,606019,603761
2017,9,26,86.0,69.0,0.0,0.0,0.0,2017-09-26,646131,644184
2017,9,27,91.0,72.0,0.0,0.0,0.0,2017-09-27,651691,649009
2017,9,28,81.0,66.0,0.0,0.0,0.0,2017-09-28,658405,656732
2017,9,29,75.0,58.0,0.0,0.0,0.0,2017-09-29,615583,613636
2017,9,30,70.0,57.0,0.0,0.0,0.0,2017-09-30,239770,238153
2017,10,1,71.0,51.0,0.0,0.0,0.0,2017-10-01,163462,162474
2017,10,2,74.0,52.0,0.0,0.0,0.0,2017-10-02,605686,603092
2017,10,3,75.0,56.0,0.0,0.0,0.0,2017-10-03,650534,647878
2017,10,4,77.0,56.0,0.0,0.0,0.0,2017-10-04,648491,645770
2017,10,5,80.0,58.0,0.0,0.0,0.0,2017-10-05,651776,650308
2017,10,6,83.0,65.0,0.0,0.0,0.0,2017-10-06,628973,626353
2017,10,7,85.0,65.0,0.001,0.0,0.0,2017-10-07,300977,299587
2017,10,8,83.0,75.0,0.06,0.0,0.0,2017-10-08,212660,211539
2017,10,10,86.0,72.0,0.0,0.0,0.0,2017-10-10,651370,648863
2017,10,11,75.0,67.0,0.06,0.0,0.0,2017-10-11,671940,669557
2017,10,12,68.0,61.0,0.05,0.0,0.0,2017-10-12,679158,675890
2017,10,13,66.0,60.0,0.0,0.0,0.0,2017-10-13,608747,606308
2017,10,14,71.0,62.0,0.0,0.0,0.0,2017-10-14,234937,232678
2017,10,15,79.0,64.0,0.001,0.0,0.0,2017-10-15,155978,153856
2017,10,16,73.0,52.0,0.1,0.0,0.0,2017-10-16,612258,610633
2017,10,17,64.0,46.0,0.0,0.0,0.0,2017-10-17,657665,655055
2017,10,18,71.0,45.0,0.0,0.0,0.0,2017-10-18,662608,660100
2017,10,19,72.0,49.0,0.0,0.0,0.0,2017-10-19,665086,662528
2017,10,20,77.0,55.0,0.0,0.0,0.0,2017-10-20,631200,628384
2017,10,21,78.0,52.0,0.0,0.0,0.0,2017-10-21,293866,292342
2017,10,22,77.0,54.0,0.0,0.0,0.0,2017-10-22,267936,267523
2017,10,23,78.0,60.0,0.03,0.0,0.0,2017-10-23,615705,613596
2017,10,24,73.0,58.0,0.1,0.0,0.0,2017-10-24,652309,650980
2017,10,25,64.0,50.0,0.0,0.0,0.0,2017-10-25,652911,651700
2017,10,26,62.0,49.0,0.001,0.0,0.0,2017-10-26,654525,652537
2017,10,27,71.0,43.0,0.0,0.0,0.0,2017-10-27,598091,595784
2017,10,28,73.0,54.0,0.0,0.0,0.0,2017-10-28,242197,240664
2017,10,29,68.0,47.0,0.97,0.0,0.0,2017-10-29,138118,137292
2017,10,30,60.0,45.0,0.09,0.0,0.0,2017-10-30,597523,595470
2017,10,31,63.0,44.0,0.0,0.0,0.0,2017-10-31,628577,626038
2017,11,1,64.0,46.0,0.001,0.0,0.0,2017-11-01,649355,647153
2017,11,2,77.0,51.0,0.001,0.0,0.0,2017-11-02,662986,660653
2017,11,3,78.0,58.0,0.0,0.0,0.0,2017-11-03,611237,608877
2017,11,4,61.0,49.0,0.58,0.0,0.0,2017-11-04,221031,219510
2017,11,5,62.0,54.0,0.09,0.0,0.0,2017-11-05,146268,145373
2017,11,6,70.0,56.0,0.001,0.0,0.0,2017-11-06,615803,612912
2017,11,7,56.0,42.0,1.07,0.0,0.0,2017-11-07,635804,633752
2017,11,8,49.0,42.0,0.0,0.0,0.0,2017-11-08,648898,646867
2017,11,9,57.0,45.0,0.03,0.0,0.0,2017-11-09,645015,642191
2017,11,11,39.0,26.0,0.0,0.0,0.0,2017-11-11,237907,236674
2017,11,12,47.0,31.0,0.01,0.0,0.0,2017-11-12,174300,173385
2017,11,13,53.0,41.0,0.13,0.0,0.0,2017-11-13,611107,608842
2017,11,14,51.0,39.0,0.0,0.0,0.0,2017-11-14,656669,654329
2017,11,15,55.0,35.0,0.0,0.0,0.0,2017-11-15,660243,657946
2017,11,16,64.0,44.0,0.001,0.0,0.0,2017-11-16,654673,651921
2017,11,17,54.0,40.0,0.0,0.0,0.0,2017-11-17,599906,597055
2017,11,18,63.0,37.0,0.001,0.0,0.0,2017-11-18,217159,215516
2017,11,19,64.0,43.0,0.07,0.0,0.0,2017-11-19,141115,140194
2017,11,20,53.0,38.0,0.0,0.0,0.0,2017-11-20,598719,596412
2017,11,21,62.0,40.0,0.0,0.0,0.0,2017-11-21,602741,600318
2017,11,22,59.0,37.0,0.01,0.0,0.0,2017-11-22,478587,476327
2017,11,24,53.0,32.0,0.0,0.0,0.0,2017-11-24,267240,265610
2017,11,25,60.0,38.0,0.0,0.0,0.0,2017-11-25,189046,187992
2017,11,26,55.0,43.0,0.0,0.0,0.0,2017-11-26,128391,127644
2017,11,27,62.0,38.0,0.0,0.0,0.0,2017-11-27,552319,549517
2017,11,28,61.0,39.0,0.0,0.0,0.0,2017-11-28,603773,601331
2017,11,29,70.0,42.0,0.0,0.0,0.0,2017-11-29,617330,614577
2017,11,30,60.0,42.0,0.01,0.0,0.0,2017-11-30,647181,644294
2017,12,1,57.0,42.0,0.0,0.0,0.0,2017-12-01,581505,578789
2017,12,2,53.0,36.0,0.0,0.0,0.0,2017-12-02,222914,221892
2017,12,3,57.0,38.0,0.03,0.0,0.0,2017-12-03,143560,142883
2017,12,4,56.0,36.0,0.0,0.0,0.0,2017-12-04,587982,585602
2017,12,5,60.0,45.0,0.07,0.0,0.0,2017-12-05,613506,611294
2017,12,6,57.0,42.0,0.001,0.0,0.0,2017-12-06,626178,623575
2017,12,7,51.0,40.0,0.0,0.0,0.0,2017-12-07,615329,613079
2017,12,8,42.0,37.0,0.0,0.0,0.0,2017-12-08,568309,565551
2017,12,9,38.0,32.0,0.18,1.5,0.0,2017-12-09,180877,180041
2017,12,10,41.0,30.0,0.0,0.0,2.0,2017-12-10,131640,130818
2017,12,11,49.0,35.0,0.0,0.0,0.0,2017-12-11,580280,580301
2017,12,12,49.0,25.0,0.0,0.0,0.0,2017-12-12,619857,617456
2017,12,13,37.0,23.0,0.001,0.001,0.0,2017-12-13,596883,594188
2017,12,14,44.0,31.0,0.0,0.0,0.0,2017-12-14,617216,613506
2017,12,15,31.0,25.0,0.01,0.2,0.0,2017-12-15,561005,558154
2017,12,16,48.0,25.0,0.0,0.0,0.001,2017-12-16,269388,261850
2017,12,17,50.0,30.0,0.0,0.0,0.0,2017-12-17,146427,145141
2017,12,18,56.0,39.0,0.0,0.0,0.0,2017-12-18,554232,552011
2017,12,19,62.0,40.0,0.0,0.0,0.0,2017-12-19,603885,599000
